Laser Power (dBm),Length of Segment 1 (Km),Q (dB),Compensation (%), fiberAeff_1, fiberAeff_2, fiberAlphadB_1, fiberAlphadB_2
18.0,100,2,250,112,0.16,0.158,30
18.0,100,3,250,112,0.16,0.158,30
18.0,100,-7,250,112,0.16,0.158,60
18.0,100,-6,250,112,0.16,0.158,60
18.0,100,-5,250,112,0.16,0.158,60
18.0,100,-4,250,112,0.16,0.158,60
18.0,100,-3,250,112,0.16,0.158,60
18.0,100,-2,250,112,0.16,0.158,60
18.0,100,-1,250,112,0.16,0.158,60
18.0,100,0,250,112,0.16,0.158,60
18.0,100,1,250,112,0.16,0.158,60
18.0,100,2,250,112,0.16,0.158,60
18.0,100,3,250,112,0.16,0.158,60
18.0,100,4,250,112,0.16,0.158,60
20.0,100,-9,250,112,0.16,0.158,20
20.0,100,-8,250,112,0.16,0.158,20
20.0,100,-7,250,112,0.16,0.158,20
20.0,100,-6,250,112,0.16,0.158,20
20.0,100,-5,250,112,0.16,0.158,20
20.0,100,-4,250,112,0.16,0.158,20
20.0,100,-3,250,112,0.16,0.158,20
20.0,100,-2,250,112,0.16,0.158,20
20.0,100,-1,250,112,0.16,0.158,20
20.0,100,0,250,112,0.16,0.158,20
20.0,100,1,250,112,0.16,0.158,20
20.0,100,2,250,112,0.16,0.158,20
20.0,100,-9,250,112,0.16,0.158,25
20.0,100,-8,250,112,0.16,0.158,25
20.0,100,-7,250,112,0.16,0.158,25
20.0,100,-6,250,112,0.16,0.158,25
20.0,100,-5,250,112,0.16,0.158,25
20.0,100,-4,250,112,0.16,0.158,25
20.0,100,-3,250,112,0.16,0.158,25
20.0,100,-2,250,112,0.16,0.158,25
20.0,100,-1,250,112,0.16,0.158,25
20.0,100,0,250,112,0.16,0.158,25
20.0,100,1,250,112,0.16,0.158,25
20.0,100,2,250,112,0.16,0.158,25
20.0,100,-8,250,112,0.16,0.158,40
20.0,100,-7,250,112,0.16,0.158,40
20.0,100,-6,250,112,0.16,0.158,40
20.0,100,-5,250,112,0.16,0.158,40
20.0,100,-4,250,112,0.16,0.158,40
20.0,100,-3,250,112,0.16,0.158,40
20.0,100,-2,250,112,0.16,0.158,40
20.0,100,-1,250,112,0.16,0.158,40
20.0,100,0,250,112,0.16,0.158,40
20.0,100,1,250,112,0.16,0.158,40
20.0,100,2,250,112,0.16,0.158,40
20.0,100,3,250,112,0.16,0.158,40
20.0,100,-7,250,112,0.16,0.158,50
20.0,100,-6,250,112,0.16,0.158,50
20.0,100,-5,250,112,0.16,0.158,50
20.0,100,-4,250,112,0.16,0.158,50
20.0,100,-3,250,112,0.16,0.158,50
20.0,100,-2,250,112,0.16,0.158,50
20.0,100,-1,250,112,0.16,0.158,50
20.0,100,0,250,112,0.16,0.158,50
20.0,100,1,250,112,0.16,0.158,50
20.0,100,2,250,112,0.16,0.158,50
20.0,100,3,250,112,0.16,0.158,50
20.0,100,4,250,112,0.16,0.158,50
21.0,100,-8,250,112,0.16,0.158,30
21.0,100,-7,250,112,0.16,0.158,30
21.0,100,-6,250,112,0.16,0.158,30
21.0,100,-5,250,112,0.16,0.158,30
21.0,100,-4,250,112,0.16,0.158,30
21.0,100,-3,250,112,0.16,0.158,30
21.0,100,-2,250,112,0.16,0.158,30
21.0,100,-1,250,112,0.16,0.158,30
21.0,100,0,250,112,0.16,0.158,30
21.0,100,1,250,112,0.16,0.158,30
21.0,100,2,250,112,0.16,0.158,30
21.0,100,3,250,112,0.16,0.158,30
22.5,100,-9,250,112,0.16,0.158,25
22.5,100,-8,250,112,0.16,0.158,25
22.5,100,-7,250,112,0.16,0.158,25
22.5,100,-6,250,112,0.16,0.158,25
22.5,100,-5,250,112,0.16,0.158,25
22.5,100,-4,250,112,0.16,0.158,25
22.5,100,-3,250,112,0.16,0.158,25
22.5,100,-2,250,112,0.16,0.158,25
22.5,100,-1,250,112,0.16,0.158,25
22.5,100,0,250,112,0.16,0.158,25
22.5,100,1,250,112,0.16,0.158,25
22.5,100,2,250,112,0.16,0.158,25
22.5,100,-6,250,112,0.16,0.158,75
22.5,100,-5,250,112,0.16,0.158,75
22.5,100,-4,250,112,0.16,0.158,75
22.5,100,-3,250,112,0.16,0.158,75
22.5,100,-2,250,112,0.16,0.158,75
22.5,100,-1,250,112,0.16,0.158,75
22.5,100,0,250,112,0.16,0.158,75
22.5,100,1,250,112,0.16,0.158,75
22.5,100,2,250,112,0.16,0.158,75
22.5,100,3,250,112,0.16,0.158,75
22.5,100,4,250,112,0.16,0.158,75
22.5,100,5,250,112,0.16,0.158,75
24.0,100,-8,250,112,0.16,0.158,30
24.0,100,-7,250,112,0.16,0.158,30
24.0,100,-6,250,112,0.16,0.158,30
24.0,100,-5,250,112,0.16,0.158,30
24.0,100,-4,250,112,0.16,0.158,30
24.0,100,-3,250,112,0.16,0.158,30
24.0,100,-2,250,112,0.16,0.158,30
24.0,100,-1,250,112,0.16,0.158,30
24.0,100,0,250,112,0.16,0.158,30
24.0,100,1,250,112,0.16,0.158,30
24.0,100,2,250,112,0.16,0.158,30
24.0,100,3,250,112,0.16,0.158,30
24.0,100,-8,250,112,0.16,0.158,40
24.0,100,-7,250,112,0.16,0.158,40
24.0,100,-6,250,112,0.16,0.158,40
24.0,100,-5,250,112,0.16,0.158,40
24.0,100,-4,250,112,0.16,0.158,40
24.0,100,-3,250,112,0.16,0.158,40
24.0,100,-2,250,112,0.16,0.158,40
24.0,100,-1,250,112,0.16,0.158,40
24.0,100,0,250,112,0.16,0.158,40
24.0,100,1,250,112,0.16,0.158,40
24.0,100,2,250,112,0.16,0.158,40
24.0,100,3,250,112,0.16,0.158,40
24.0,100,-7,250,112,0.16,0.158,60
24.0,100,-6,250,112,0.16,0.158,60
24.0,100,-5,250,112,0.16,0.158,60
24.0,100,-4,250,112,0.16,0.158,60
24.0,100,-3,250,112,0.16,0.158,60
24.0,100,-2,250,112,0.16,0.158,60
24.0,100,-1,250,112,0.16,0.158,60
24.0,100,0,250,112,0.16,0.158,60
24.0,100,1,250,112,0.16,0.158,60
24.0,100,2,250,112,0.16,0.158,60
24.0,100,3,250,112,0.16,0.158,60
24.0,100,4,250,112,0.16,0.158,60
25.0,100,-9,250,112,0.16,0.158,25
25.0,100,-8,250,112,0.16,0.158,25
25.0,100,-7,250,112,0.16,0.158,25
25.0,100,-6,250,112,0.16,0.158,25
25.0,100,-5,250,112,0.16,0.158,25
25.0,100,-4,250,112,0.16,0.158,25
25.0,100,-3,250,112,0.16,0.158,25
25.0,100,-2,250,112,0.16,0.158,25
25.0,100,-1,250,112,0.16,0.158,25
25.0,100,0,250,112,0.16,0.158,25
25.0,100,1,250,112,0.16,0.158,25
25.0,100,2,250,112,0.16,0.158,25
25.0,100,-7,250,112,0.16,0.158,50
25.0,100,-6,250,112,0.16,0.158,50
25.0,100,-5,250,112,0.16,0.158,50
25.0,100,-4,250,112,0.16,0.158,50
25.0,100,-3,250,112,0.16,0.158,50
25.0,100,-2,250,112,0.16,0.158,50
25.0,100,-1,250,112,0.16,0.158,50
25.0,100,0,250,112,0.16,0.158,50
25.0,100,1,250,112,0.16,0.158,50
25.0,100,2,250,112,0.16,0.158,50
25.0,100,3,250,112,0.16,0.158,50
25.0,100,4,250,112,0.16,0.158,50
27.0,100,-8,250,112,0.16,0.158,30
27.0,100,-7,250,112,0.16,0.158,30
27.0,100,-6,250,112,0.16,0.158,30
27.0,100,-5,250,112,0.16,0.158,30
27.0,100,-4,250,112,0.16,0.158,30
27.0,100,-3,250,112,0.16,0.158,30
27.0,100,-2,250,112,0.16,0.158,30
27.0,100,-1,250,112,0.16,0.158,30
27.0,100,0,250,112,0.16,0.158,30
27.0,100,1,250,112,0.16,0.158,30
27.0,100,2,250,112,0.16,0.158,30
27.0,100,3,250,112,0.16,0.158,30
28.0,100,-8,250,112,0.16,0.158,40
28.0,100,-7,250,112,0.16,0.158,40
28.0,100,-6,250,112,0.16,0.158,40
28.0,100,-5,250,112,0.16,0.158,40
28.0,100,-4,250,112,0.16,0.158,40
28.0,100,-3,250,112,0.16,0.158,40
28.0,100,-2,250,112,0.16,0.158,40
28.0,100,-1,250,112,0.16,0.158,40
28.0,100,0,250,112,0.16,0.158,40
28.0,100,1,250,112,0.16,0.158,40
28.0,100,2,250,112,0.16,0.158,40
28.0,100,3,250,112,0.16,0.158,40
30.0,100,-8,250,112,0.16,0.158,30
30.0,100,-7,250,112,0.16,0.158,30
30.0,100,-6,250,112,0.16,0.158,30
30.0,100,-5,250,112,0.16,0.158,30
30.0,100,-4,250,112,0.16,0.158,30
30.0,100,-3,250,112,0.16,0.158,30
30.0,100,-2,250,112,0.16,0.158,30
30.0,100,-1,250,112,0.16,0.158,30
30.0,100,0,250,112,0.16,0.158,30
30.0,100,1,250,112,0.16,0.158,30
30.0,100,2,250,112,0.16,0.158,30
30.0,100,3,250,112,0.16,0.158,30
30.0,100,-7,250,112,0.16,0.158,50
30.0,100,-6,250,112,0.16,0.158,50
30.0,100,-5,250,112,0.16,0.158,50
30.0,100,-4,250,112,0.16,0.158,50
30.0,100,-3,250,112,0.16,0.158,50
30.0,100,-2,250,112,0.16,0.158,50
30.0,100,-1,250,112,0.16,0.158,50
30.0,100,0,250,112,0.16,0.158,50
30.0,100,1,250,112,0.16,0.158,50
30.0,100,2,250,112,0.16,0.158,50
30.0,100,3,250,112,0.16,0.158,50
30.0,100,4,250,112,0.16,0.158,50
30.0,100,-7,250,112,0.16,0.158,60
30.0,100,-6,250,112,0.16,0.158,60
30.0,100,-5,250,112,0.16,0.158,60
30.0,100,-4,250,112,0.16,0.158,60
30.0,100,-3,250,112,0.16,0.158,60
30.0,100,-2,250,112,0.16,0.158,60
30.0,100,-1,250,112,0.16,0.158,60
30.0,100,0,250,112,0.16,0.158,60
30.0,100,1,250,112,0.16,0.158,60
30.0,100,2,250,112,0.16,0.158,60
30.0,100,3,250,112,0.16,0.158,60
30.0,100,4,250,112,0.16,0.158,60
30.0,100,-6,250,112,0.16,0.158,75
30.0,100,-5,250,112,0.16,0.158,75
30.0,100,-4,250,112,0.16,0.158,75
30.0,100,-3,250,112,0.16,0.158,75
30.0,100,-2,250,112,0.16,0.158,75
30.0,100,-1,250,112,0.16,0.158,75
30.0,100,0,250,112,0.16,0.158,75
30.0,100,1,250,112,0.16,0.158,75
30.0,100,2,250,112,0.16,0.158,75
30.0,100,3,250,112,0.16,0.158,75
30.0,100,4,250,112,0.16,0.158,75
30.0,100,5,250,112,0.16,0.158,75
32.0,100,-8,250,112,0.16,0.158,40
32.0,100,-7,250,112,0.16,0.158,40
32.0,100,-6,250,112,0.16,0.158,40
32.0,100,-5,250,112,0.16,0.158,40
32.0,100,-4,250,112,0.16,0.158,40
32.0,100,-3,250,112,0.16,0.158,40
32.0,100,-2,250,112,0.16,0.158,40
32.0,100,-1,250,112,0.16,0.158,40
32.0,100,0,250,112,0.16,0.158,40
32.0,100,1,250,112,0.16,0.158,40
32.0,100,2,250,112,0.16,0.158,40
32.0,100,3,250,112,0.16,0.158,40
35.0,100,-7,250,112,0.16,0.158,50
35.0,100,-6,250,112,0.16,0.158,50
35.0,100,-5,250,112,0.16,0.158,50
35.0,100,-4,250,112,0.16,0.158,50
35.0,100,-3,250,112,0.16,0.158,50
35.0,100,-2,250,112,0.16,0.158,50
35.0,100,-1,250,112,0.16,0.158,50
35.0,100,0,250,112,0.16,0.158,50
35.0,100,1,250,112,0.16,0.158,50
35.0,100,2,250,112,0.16,0.158,50
35.0,100,3,250,112,0.16,0.158,50
35.0,100,4,250,112,0.16,0.158,50
36.0,100,-8,250,112,0.16,0.158,40
36.0,100,-7,250,112,0.16,0.158,40
36.0,100,-6,250,112,0.16,0.158,40
36.0,100,-5,250,112,0.16,0.158,40
36.0,100,-4,250,112,0.16,0.158,40
36.0,100,-3,250,112,0.16,0.158,40
36.0,100,-2,250,112,0.16,0.158,40
36.0,100,-1,250,112,0.16,0.158,40
36.0,100,0,250,112,0.16,0.158,40
36.0,100,1,250,112,0.16,0.158,40
36.0,100,2,250,112,0.16,0.158,40
36.0,100,3,250,112,0.16,0.158,40
36.0,100,-7,250,112,0.16,0.158,60
36.0,100,-6,250,112,0.16,0.158,60
36.0,100,-5,250,112,0.16,0.158,60
36.0,100,-4,250,112,0.16,0.158,60
36.0,100,-3,250,112,0.16,0.158,60
36.0,100,-2,250,112,0.16,0.158,60
36.0,100,-1,250,112,0.16,0.158,60
36.0,100,0,250,112,0.16,0.158,60
36.0,100,1,250,112,0.16,0.158,60
36.0,100,2,250,112,0.16,0.158,60
36.0,100,3,250,112,0.16,0.158,60
36.0,100,4,250,112,0.16,0.158,60
37.5,100,-6,250,112,0.16,0.158,75
37.5,100,-5,250,112,0.16,0.158,75
37.5,100,-4,250,112,0.16,0.158,75
37.5,100,-3,250,112,0.16,0.158,75
37.5,100,-2,250,112,0.16,0.158,75
37.5,100,-1,250,112,0.16,0.158,75
37.5,100,0,250,112,0.16,0.158,75
37.5,100,1,250,112,0.16,0.158,75
37.5,100,2,250,112,0.16,0.158,75
37.5,100,3,250,112,0.16,0.158,75
37.5,100,4,250,112,0.16,0.158,75
37.5,100,5,250,112,0.16,0.158,75
40.0,100,-8,250,112,0.16,0.158,40
40.0,100,-7,250,112,0.16,0.158,40
40.0,100,-6,250,112,0.16,0.158,40
40.0,100,-5,250,112,0.16,0.158,40
40.0,100,-4,250,112,0.16,0.158,40
40.0,100,-3,250,112,0.16,0.158,40
40.0,100,-2,250,112,0.16,0.158,40
40.0,100,-1,250,112,0.16,0.158,40
40.0,100,0,250,112,0.16,0.158,40
40.0,100,1,250,112,0.16,0.158,40
40.0,100,2,250,112,0.16,0.158,40
40.0,100,3,250,112,0.16,0.158,40
40.0,100,-7,250,112,0.16,0.158,50
40.0,100,-6,250,112,0.16,0.158,50
40.0,100,-5,250,112,0.16,0.158,50
40.0,100,-4,250,112,0.16,0.158,50
40.0,100,-3,250,112,0.16,0.158,50
40.0,100,-2,250,112,0.16,0.158,50
40.0,100,-1,250,112,0.16,0.158,50
40.0,100,0,250,112,0.16,0.158,50
40.0,100,1,250,112,0.16,0.158,50
40.0,100,2,250,112,0.16,0.158,50
40.0,100,3,250,112,0.16,0.158,50
40.0,100,4,250,112,0.16,0.158,50
42.0,100,-7,250,112,0.16,0.158,60
42.0,100,-6,250,112,0.16,0.158,60
42.0,100,-5,250,112,0.16,0.158,60
42.0,100,-4,250,112,0.16,0.158,60
42.0,100,-3,250,112,0.16,0.158,60
42.0,100,-2,250,112,0.16,0.158,60
42.0,100,-1,250,112,0.16,0.158,60
42.0,100,0,250,112,0.16,0.158,60
42.0,100,1,250,112,0.16,0.158,60
42.0,100,2,250,112,0.16,0.158,60
42.0,100,3,250,112,0.16,0.158,60
42.0,100,4,250,112,0.16,0.158,60
45.0,100,-3,250,112,0.16,0.158,75
45.0,100,-7,250,112,0.16,0.158,50
45.0,100,-6,250,112,0.16,0.158,50
45.0,100,-5,250,112,0.16,0.158,50
45.0,100,-4,250,112,0.16,0.158,50
45.0,100,-3,250,112,0.16,0.158,50
45.0,100,-2,250,112,0.16,0.158,50
45.0,100,-1,250,112,0.16,0.158,50
45.0,100,0,250,112,0.16,0.158,50
45.0,100,1,250,112,0.16,0.158,50
45.0,100,2,250,112,0.16,0.158,50
45.0,100,3,250,112,0.16,0.158,50
45.0,100,4,250,112,0.16,0.158,50
45.0,100,-6,250,112,0.16,0.158,75
45.0,100,-5,250,112,0.16,0.158,75
45.0,100,-4,250,112,0.16,0.158,75
48.0,100,-7,250,112,0.16,0.158,60
48.0,100,-6,250,112,0.16,0.158,60
48.0,100,-5,250,112,0.16,0.158,60
48.0,100,-4,250,112,0.16,0.158,60
48.0,100,-3,250,112,0.16,0.158,60
48.0,100,-2,250,112,0.16,0.158,60
48.0,100,-1,250,112,0.16,0.158,60
48.0,100,0,250,112,0.16,0.158,60
48.0,100,1,250,112,0.16,0.158,60
48.0,100,2,250,112,0.16,0.158,60
48.0,100,3,250,112,0.16,0.158,60
48.0,100,4,250,112,0.16,0.158,60
50.0,100,-7,250,112,0.16,0.158,50
50.0,100,-6,250,112,0.16,0.158,50
50.0,100,-5,250,112,0.16,0.158,50
50.0,100,-4,250,112,0.16,0.158,50
50.0,100,-3,250,112,0.16,0.158,50
50.0,100,-2,250,112,0.16,0.158,50
50.0,100,-1,250,112,0.16,0.158,50
50.0,100,0,250,112,0.16,0.158,50
50.0,100,1,250,112,0.16,0.158,50
50.0,100,2,250,112,0.16,0.158,50
50.0,100,3,250,112,0.16,0.158,50
50.0,100,4,250,112,0.16,0.158,50
54.0,100,-7,250,112,0.16,0.158,60
54.0,100,-6,250,112,0.16,0.158,60
54.0,100,-5,250,112,0.16,0.158,60
54.0,100,-4,250,112,0.16,0.158,60
54.0,100,-3,250,112,0.16,0.158,60
54.0,100,-2,250,112,0.16,0.158,60
54.0,100,-1,250,112,0.16,0.158,60
54.0,100,0,250,112,0.16,0.158,60
54.0,100,1,250,112,0.16,0.158,60
54.0,100,2,250,112,0.16,0.158,60
54.0,100,3,250,112,0.16,0.158,60
54.0,100,4,250,112,0.16,0.158,60
60.0,100,-7,250,112,0.16,0.158,60
60.0,100,-6,250,112,0.16,0.158,60
60.0,100,-5,250,112,0.16,0.158,60
60.0,100,-4,250,112,0.16,0.158,60
60.0,100,-3,250,112,0.16,0.158,60
60.0,100,-2,250,112,0.16,0.158,60
60.0,100,-1,250,112,0.16,0.158,60
60.0,100,0,250,112,0.16,0.158,60
60.0,100,1,250,112,0.16,0.158,60
60.0,100,2,250,112,0.16,0.158,60
60.0,100,3,250,112,0.16,0.158,60
60.0,100,4,250,112,0.16,0.158,60
